,TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END,YEAR-1 REVENUE,REVENUE,YEAR+1 REVENUE,YEAR-1 NET INCOME,INCOME,YEAR+1 NET INCOME,Y-1 PROFIT MARGIN,Y PROFIT MARGIN,Y+1 PROFIT MARGIN,CURRENT REVENUE YOY,NEXT REVENUE YOY,CURRENT PROFIT MARGIN YOY,NEXT PROFIT MARGIN YOY
2434,ON,ON US          d,1097864,2020,0001628280-21-002219,10-K,20201231,20210216,20210216,ON SEMICONDUCTOR CORP,1231,5517.9,5255,6739.8,211.7,234.2,1009.6,0.03836604505337175,0.04456707897240723,0.14979672987329,-0.04764493738559953,0.28254995242626074,0.006201033919035474,0.10522965090088279
2435,ON,ON US          d,1097864,2021,0001628280-22-002416,10-K,20211231,20220214,20220214,ON SEMICONDUCTOR CORP,1231,5255,6739.8,0,234.2,1009.6,0,0.04456707897240723,0.14979672987329,,0.28254995242626074,-1.0,0.10522965090088279,
2436,ORCL,ORCL US        d,1341439,2006,0001193125-06-151154,10-K,20060531,20060721,20060721,ORACLE CORP,0531,0,14380,17996,0,3381,4274,,0.2351182197496523,0.23749722160480108,inf,0.2514603616133519,,0.002379001855148777
2437,ORCL,ORCL US        d,1341439,2007,0000950134-07-014478,10-K,20070531,20070629,20070629,ORACLE CORP,0531,14380,17996,22430,3381,4274,5521,0.2351182197496523,0.23749722160480108,0.2461435577351761,0.2514603616133519,0.24638808624138697,0.002379001855148777,0.00864633613037502
2438,ORCL,ORCL US        d,1341439,2008,0000950134-08-012257,10-K,20080531,20080702,20080702,ORACLE CORP,0531,17996,22430,23252,4274,5521,5593,0.23749722160480108,0.2461435577351761,0.2405384483055221,0.24638808624138697,0.036647347302719575,0.00864633613037502,-0.005605109429654004
2439,ORCL,ORCL US        d,1341439,2009,0000950123-09-018689,10-K,20090531,20090629,20090629,ORACLE CORP,0531,22430,23252,26820,5521,5593,6135,0.2461435577351761,0.2405384483055221,0.22874720357941836,0.036647347302719575,0.15344916566316877,-0.005605109429654004,-0.011791244726103739
2440,ORCL,ORCL US        d,1341439,2010,0001193125-10-151896,10-K,20100531,20100701,20100630,ORACLE CORP,0531,23252,26820,35622,5593,6135,8547,0.2405384483055221,0.22874720357941836,0.23993599461007242,0.15344916566316877,0.32818791946308723,-0.011791244726103739,0.011188791030654066
2441,ORCL,ORCL US        d,1341439,2011,0001193125-11-174819,10-K,20110531,20110628,20110627,ORACLE CORP,0531,26820,35622,37121,6135,8547,9981,0.22874720357941836,0.23993599461007242,0.26887745480994585,0.32818791946308723,0.04208073662343496,0.011188791030654066,0.028941460199873426
2442,ORCL,ORCL US        d,1341439,2012,0001193125-12-284007,10-K,20120531,20120626,20120626,ORACLE CORP,0531,35622,37121,37180,8547,9981,10925,0.23993599461007242,0.26887745480994585,0.2938407746100054,0.04208073662343496,0.001589396837369683,0.028941460199873426,0.024963319800059558
2443,ORCL,ORCL US        d,1341439,2013,0001193125-13-272832,10-K,20130531,20130626,20130626,ORACLE CORP,0531,37121,37180,38275,9981,10925,10955,0.26887745480994585,0.2938407746100054,0.2862181580666231,0.001589396837369683,0.029451317912856375,0.024963319800059558,-0.00762261654338231
2444,ORCL,ORCL US        d,1341439,2014,0001193125-14-251351,10-K,20140531,20140626,20140626,ORACLE CORP,0531,37180,38275,38226,10925,10955,9938,0.2938407746100054,0.2862181580666231,0.25998011824412703,0.029451317912856375,-0.0012802090137165251,-0.00762261654338231,-0.026238039822496062
2445,ORCL,ORCL US        d,1341439,2015,0001193125-15-235239,10-K,20150531,20150625,20150625,ORACLE CORP,0531,38275,38226,39383,10955,9938,3587,0.2862181580666231,0.25998011824412703,0.09107990757433411,-0.0012802090137165251,0.030267357296081203,-0.026238039822496062,-0.16890021066979294
2446,ORCL,ORCL US        d,1341439,2018,0001193125-18-201034,10-K,20180531,20180622,20180622,ORACLE CORP,0531,38226,39383,39506,9938,3587,11083,0.25998011824412703,0.09107990757433411,0.28053966486103377,0.030267357296081203,0.003123174973973542,-0.16890021066979294,0.18945975728669967
2447,ORCL,ORCL US        d,1341439,2019,0001564590-19-023119,10-K,20190531,20190621,20190621,ORACLE CORP,0531,39383,39506,39068,3587,11083,10135,0.09107990757433411,0.28053966486103377,0.25941947373809765,0.003123174973973542,-0.011086923505290336,0.18945975728669967,-0.021120191122936116
2448,ORCL,ORCL US        d,1341439,2020,0001564590-20-030125,10-K,20200531,20200622,20200622,ORACLE CORP,0531,39506,39068,40479,11083,10135,13746,0.28053966486103377,0.25941947373809765,0.3395834877343808,-0.011086923505290336,0.036116514794716906,-0.021120191122936116,0.08016401399628315
2449,ORCL,ORCL US        d,1341439,2021,0001564590-21-033616,10-K,20210531,20210621,20210621,ORACLE CORP,0531,39068,40479,42440.0,10135,13746,6717.0,0.25941947373809765,0.3395834877343808,0.15827049952874647,0.036116514794716906,0.048444872650016055,0.08016401399628315,-0.18131298820563432
2450,ORCL,ORCL US        d,1341439,2022,0001564590-22-023675,10-K,20220531,20220621,20220621,ORACLE CORP,0531,40479,42440.0,49954,13746,6717.0,8503,0.3395834877343808,0.15827049952874647,0.17021659927132962,0.048444872650016055,0.17704995287464656,-0.18131298820563432,0.01194609974258315
2451,ORCL,ORCL US        d,1341439,2023,0000950170-23-028914,10-K,20230531,20230620,20230620,ORACLE CORP,0531,42440.0,49954,0,6717.0,8503,0,0.15827049952874647,0.17021659927132962,,0.17704995287464656,-1.0,0.01194609974258315,
2452,ORLY,ORLY US        d,898173,2008,0001193125-09-041373,10-K,20081231,20090302,20090227,O REILLY AUTOMOTIVE INC,1231,0,3576.55,4847.06,0,186.23,307.5,,0.05206973200430582,0.0634405185823984,inf,0.3552333953111239,,0.011370786578092575
2453,ORLY,ORLY US        d,898173,2009,0001193125-10-043016,10-K,20091231,20100226,20100226,O REILLY AUTOMOTIVE INC,1231,3576.55,4847.06,5397.53,186.23,307.5,419.37,0.05206973200430582,0.0634405185823984,0.07769665013441333,0.3552333953111239,0.11356781224082213,0.011370786578092575,0.014256131552014939
2454,ORLY,ORLY US        d,898173,2010,0001193125-11-049998,10-K,20101231,20110228,20110228,O REILLY AUTOMOTIVE INC,1231,4847.06,5397.53,5788.82,307.5,419.37,507.67,0.0634405185823984,0.07769665013441333,0.08769835648715973,0.11356781224082213,0.07249427052744496,0.014256131552014939,0.0100017063527464
2455,ORLY,ORLY US        d,898173,2011,0001193125-12-085384,10-K,20111231,20120228,20120228,O REILLY AUTOMOTIVE INC,1231,5397.53,5788.82,6182.18,419.37,507.67,585.75,0.07769665013441333,0.08769835648715973,0.09474813091821978,0.07249427052744496,0.0679516723615522,0.0100017063527464,0.0070497744310600435
2456,ORLY,ORLY US        d,898173,2012,0000898173-13-000006,10-K,20121231,20130228,20130228,O REILLY AUTOMOTIVE INC,1231,5788.82,6182.18,6649.24,507.67,585.75,670.29,0.08769835648715973,0.09474813091821978,0.10080700952289284,0.0679516723615522,0.07554940166737291,0.0070497744310600435,0.006058878604673065
2457,ORLY,ORLY US        d,898173,2013,0000898173-14-000064,10-K,20131231,20140228,20140228,O REILLY AUTOMOTIVE INC,1231,6182.18,6649.24,7216.08,585.75,670.29,778.18,0.09474813091821978,0.10080700952289284,0.10783971352867484,0.07554940166737291,0.08524884046898595,0.006058878604673065,0.007032704005782001
2458,ORLY,ORLY US        d,898173,2014,0000898173-15-000076,10-K,20141231,20150227,20150227,O REILLY AUTOMOTIVE INC,1231,6649.24,7216.08,7966.67,670.29,778.18,931.22,0.10080700952289284,0.10783971352867484,0.11688949084121722,0.08524884046898595,0.10401630802319267,0.007032704005782001,0.009049777312542376
2459,ORLY,ORLY US        d,898173,2015,0000898173-16-000276,10-K,20151231,20160226,20160226,O REILLY AUTOMOTIVE INC,1231,7216.08,7966.67,8593.1,778.18,931.22,1037.69,0.10783971352867484,0.11688949084121722,0.12075851555317639,0.10401630802319267,0.07863134785299257,0.009049777312542376,0.003869024711959171
2460,ORLY,ORLY US        d,898173,2016,0000898173-17-000091,10-K,20161231,20170228,20170228,O REILLY AUTOMOTIVE INC,1231,7966.67,8593.1,8977.73,931.22,1037.69,1133.8,0.11688949084121722,0.12075851555317639,0.12629027604973642,0.07863134785299257,0.04476033096321458,0.003869024711959171,0.005531760496560026
2461,ORLY,ORLY US        d,898173,2017,0000898173-18-000077,10-K,20171231,20180228,20180228,O REILLY AUTOMOTIVE INC,1231,8593.1,8977.73,9536.43,1037.69,1133.8,1324.49,0.12075851555317639,0.12629027604973642,0.13888740335744088,0.04476033096321458,0.062231766827472064,0.005531760496560026,0.012597127307704459
2462,ORLY,ORLY US        d,898173,2018,0000898173-19-000060,10-K,20181231,20190227,20190227,O REILLY AUTOMOTIVE INC,1231,8977.73,9536.43,10149.99,1133.8,1324.49,1391.04,0.12629027604973642,0.13888740335744088,0.13704841088513386,0.062231766827472064,0.06433854178135838,0.012597127307704459,-0.0018389924723070106
2463,ORLY,ORLY US        d,898173,2019,0000898173-20-000007,10-K,20191231,20200228,20200228,O REILLY AUTOMOTIVE INC,1231,9536.43,10149.99,11604.49,1324.49,1391.04,1752.3,0.13888740335744088,0.13704841088513386,0.15100189667964728,0.06433854178135838,0.14330063379372787,-0.0018389924723070106,0.013953485794513415
2464,ORLY,ORLY US        d,898173,2020,0000898173-21-000012,10-K,20201231,20210226,20210226,O REILLY AUTOMOTIVE INC,1231,10149.99,11604.49,13327.56,1391.04,1752.3,2164.69,0.13704841088513386,0.15100189667964728,0.16242207876010314,0.14330063379372787,0.14848304406311694,0.013953485794513415,0.011420182080455865
2465,ORLY,ORLY US        d,898173,2021,0000898173-22-000012,10-K,20211231,20220228,20220228,O REILLY AUTOMOTIVE INC,1231,11604.49,13327.56,14409.86,1752.3,2164.69,2172.65,0.15100189667964728,0.16242207876010314,0.15077523306957874,0.14848304406311694,0.0812076629180436,0.011420182080455865,-0.011646845690524404
2466,ORLY,ORLY US        d,898173,2022,0000898173-23-000011,10-K,20221231,20230228,20230228,O REILLY AUTOMOTIVE INC,1231,13327.56,14409.86,0,2164.69,2172.65,0,0.16242207876010314,0.15077523306957874,,0.0812076629180436,-1.0,-0.011646845690524404,
2467,OTIS,OTIS US        d,1781335,2021,0001781335-22-000007,10-K,20211231,20220204,20220204,Otis Worldwide Corp,1231,0,14298,13685.0,0,1246,1253.0,,0.08714505525248287,0.09156010230179028,inf,-0.04287312910896629,,0.004415047049307411
2468,OTIS,OTIS US        d,1781335,2022,0001781335-23-000009,10-K,20221231,20230203,20230203,Otis Worldwide Corp,1231,14298,13685.0,0,1246,1253.0,0,0.08714505525248287,0.09156010230179028,,-0.04287312910896629,-1.0,0.004415047049307411,
2469,OXY,OXY US         d,797468,2014,0000797468-15-000003,10-K,20141231,20150223,20150223,OCCIDENTAL PETROLEUM CORP /DE/,1231,0,19312,12480,0,616,-7829,,0.03189726594863297,-0.627323717948718,inf,-0.35376967688483846,,-0.659220983897351
2470,OXY,OXY US         d,797468,2015,0000797468-16-000017,10-K,20151231,20160226,20160226,OCCIDENTAL PETROLEUM CORP /DE/,1231,19312,12480,17824,616,-7829,4131,0.03189726594863297,-0.627323717948718,0.231766157989228,-0.35376967688483846,0.4282051282051282,-0.659220983897351,0.859089875937946
2471,OXY,OXY US         d,797468,2018,0000797468-19-000004,10-K,20181231,20190221,20190221,OCCIDENTAL PETROLEUM CORP /DE/,1231,12480,17824,0,-7829,4131,0,-0.627323717948718,0.231766157989228,,0.4282051282051282,-1.0,0.859089875937946,
2472,PANW,PANW US      dS,1327567,2023,0001327567-23-000024,10-K,20230731,20230901,20230901,Palo Alto Networks Inc,0731,0,6892.7,0,0,439.7,0,,0.06379212790343407,,inf,-1.0,,
2473,PARA,PARA US       d,813828,1999,0000950130-00-001551,10-K405,19991231,20000324,Not found,VIACOM INC,1231,0,,,0,,,,,,,,,
2474,PARA,PARA US       d,813828,2001,0000912057-02-012516,10-K405,20011231,20020329,Not found,VIACOM INC,1231,,,,,,,,,,,,,
2475,PARA,PARA US       d,813828,2002,0001047469-03-010441,10-K,20021231,20030327,Not found,VIACOM INC,1231,,,,,,,,,,,,,
2476,PARA,PARA US       d,813828,2003,0001047469-04-007840,10-K,20031231,20040315,Not found,VIACOM INC,1231,,,14547.3,,,-17462.2,,,-1.2003739525547696,,,,
2477,PARA,PARA US       d,813828,2004,0001047469-05-006777,10-K,20041231,20050316,20050316,VIACOM INC,1231,,14547.3,14113,,-17462.2,-7089.1,,-1.2003739525547696,-0.5023099270176433,,-0.029854337230963774,,0.6980640255371263
2478,PARA,PARA US       d,813828,2005,0001047469-06-003576,10-K,20051231,20060316,20060316,CBS CORP,1231,14547.3,14113,14320.2,-17462.2,-7089.1,1660.5,-1.2003739525547696,-0.5023099270176433,0.11595508442619516,-0.029854337230963774,0.01468149932686181,0.6980640255371263,0.6182650114438385
2479,PARA,PARA US       d,813828,2006,0001047469-07-001525,10-K,20061231,20070301,20070301,CBS CORP,1231,14113,14320.2,14072.9,-7089.1,1660.5,1247,-0.5023099270176433,0.11595508442619516,0.08861002352038315,0.01468149932686181,-0.017269311881119055,0.6182650114438385,-0.027345060905812013
2480,PARA,PARA US       d,813828,2007,0001047469-08-001936,10-K,20071231,20080228,20080228,CBS CORP,1231,14320.2,14072.9,13015,1660.5,1247,227,0.11595508442619516,0.08861002352038315,0.017441413753361504,-0.017269311881119055,-0.07517284994564018,-0.027345060905812013,-0.07116860976702165
2481,PARA,PARA US       d,813828,2009,0001047469-10-001402,10-K,20091231,20100225,20100225,CBS CORP,1231,14072.9,13015,13466,1247,227,724,0.08861002352038315,0.017441413753361504,0.05376503787316204,-0.07517284994564018,0.03465232424126009,-0.07116860976702165,0.03632362411980053
2482,PARA,PARA US       d,813828,2010,0001047469-11-001419,10-K,20101231,20110225,20110225,CBS CORP,1231,13015,13466,13637,227,724,1305,0.017441413753361504,0.05376503787316204,0.09569553420840361,0.03465232424126009,0.012698648447942967,0.03632362411980053,0.041930496335241575
2483,PARA,PARA US       d,813828,2011,0001047469-12-001373,10-K,20111231,20120223,20120223,CBS CORP,1231,13466,13637,14089,724,1305,1574,0.05376503787316204,0.09569553420840361,0.11171836184257222,0.012698648447942967,0.033145119894404926,0.041930496335241575,0.01602282763416861
2484,PARA,PARA US       d,813828,2012,0001047469-13-001192,10-K,20121221,20130215,20130215,CBS CORP,1231,13637,14089,14005,1305,1574,1879,0.09569553420840361,0.11171836184257222,0.13416636915387362,0.033145119894404926,-0.005962098090709063,0.01602282763416861,0.022448007311301393
2485,PARA,PARA US       d,813828,2013,0001047469-14-000934,10-K,20131231,20140214,20140214,CBS CORP,1231,14089,14005,13692,1574,1879,357,0.11171836184257222,0.13416636915387362,0.02607361963190184,-0.005962098090709063,-0.022349161013923598,0.022448007311301393,-0.10809274952197177
2486,PARA,PARA US       d,813828,2017,0000813828-18-000018,10-K,20171231,20180220,20180216,CBS CORP,1231,14005,13692,27250,1879,357,3455,0.13416636915387362,0.02607361963190184,0.12678899082568806,-0.022349161013923598,0.9902132632193982,-0.10809274952197177,0.10071537119378622
2487,PARA,PARA US       d,813828,2018,0000813828-19-000006,10-K,20181231,20190215,20190215,CBS CORP,1231,13692,27250,26998,357,3455,3308,0.02607361963190184,0.12678899082568806,0.12252759463663974,0.9902132632193982,-0.009247706422018349,0.10071537119378622,-0.004261396189048319
2488,PARA,PARA US       d,813828,2019,0000813828-20-000013,10-K,20191231,20200220,20200220,ViacomCBS Inc.,1231,27250,26998,28586,3455,3308,4543,0.12678899082568806,0.12252759463663974,0.15892394878611907,-0.009247706422018349,0.058819171790503,-0.004261396189048319,0.036396354149479324
2489,PARA,PARA US       d,813828,2021,0000813828-22-000005,10-K,20211231,20220215,20220215,ViacomCBS Inc.,1231,26998,28586,30154.0,3308,4543,1104.0,0.12252759463663974,0.15892394878611907,0.03661205810174438,0.058819171790503,0.054852025467011824,0.036396354149479324,-0.12231189068437469
2490,PARA,PARA US       d,813828,2022,0000813828-23-000005,10-K,20221231,20230216,20230216,Paramount Global,1231,28586,30154.0,0,4543,1104.0,0,0.15892394878611907,0.03661205810174438,,0.054852025467011824,-1.0,-0.12231189068437469,
2491,PAYC,PAYC US        d,1590955,2014,0001193125-15-065707,10-K,20141231,20150226,20150226,"Paycom Software, Inc.",1231,0,150.93,224.65,0,5.66,20.95,,0.03750082819850262,0.09325617627420431,inf,0.48843834890346516,,0.05575534807570169
2492,PAYC,PAYC US        d,1590955,2015,0001564590-16-013001,10-K,20151231,20160222,20160222,"Paycom Software, Inc.",1231,150.93,224.65,329.14,5.66,20.95,70.42,0.03750082819850262,0.09325617627420431,0.2139515099957465,0.48843834890346516,0.46512352548408625,0.05575534807570169,0.12069533372154219
2493,PAYC,PAYC US        d,1590955,2016,0001564590-17-001891,10-K,20161231,20170221,20170221,"Paycom Software, Inc.",1231,224.65,329.14,433.05,20.95,70.42,123.49,0.09325617627420431,0.2139515099957465,0.28516337605357345,0.46512352548408625,0.3157015251868507,0.12069533372154219,0.07121186605782695
2494,PAYC,PAYC US        d,1590955,2017,0001564590-18-002088,10-K,20171231,20180214,20180214,"Paycom Software, Inc.",1231,329.14,433.05,566.34,70.42,123.49,137.07,0.2139515099957465,0.28516337605357345,0.2420277571776671,0.3157015251868507,0.30779355732594393,0.07121186605782695,-0.043135618875906334
2495,PAYC,PAYC US        d,1590955,2018,0001564590-19-002998,10-K,20181231,20190214,20190214,"Paycom Software, Inc.",1231,433.05,566.34,737.67,123.49,137.07,180.58,0.28516337605357345,0.2420277571776671,0.24479780931852999,0.30779355732594393,0.30252145354380744,-0.043135618875906334,0.002770052140862872
2496,PAYC,PAYC US        d,1590955,2019,0001564590-20-004636,10-K,20191231,20200213,20200213,"Paycom Software, Inc.",1231,566.34,737.67,841.43,137.07,180.58,143.45,0.2420277571776671,0.24479780931852999,0.1704835815219329,0.30252145354380744,0.1406591023086204,0.002770052140862872,-0.07431422779659708
2497,PAYC,PAYC US        d,1590955,2020,0001564590-21-006660,10-K,20201231,20210218,20210218,"Paycom Software, Inc.",1231,737.67,841.43,1055.52,180.58,143.45,195.96,0.24479780931852999,0.1704835815219329,0.18565256934970442,0.1406591023086204,0.25443590078794437,-0.07431422779659708,0.015168987827771513
2498,PAYC,PAYC US        d,1590955,2021,0001564590-22-005562,10-K,20211231,20220217,20220217,"Paycom Software, Inc.",1231,841.43,1055.52,1375.22,143.45,195.96,281.39,0.1704835815219329,0.18565256934970442,0.20461453440176844,0.25443590078794437,0.30288388661512816,0.015168987827771513,0.018961965052064017
2499,PAYC,PAYC US        d,1590955,2022,0000950170-23-003049,10-K,20221231,20230216,20230216,"Paycom Software, Inc.",1231,1055.52,1375.22,0,195.96,281.39,0,0.18565256934970442,0.20461453440176844,,0.30288388661512816,-1.0,0.018961965052064017,
2500,PAYX,PAYX US        d,723531,2002,0000950152-02-005612,10-K,20020531,20020722,Not found,PAYCHEX INC,0531,0,954.91,1099.08,0,274.53,293.45,,0.28749306217339854,0.26699603304582015,inf,0.15097757903886228,,-0.020497029127578392
2501,PAYX,PAYX US        d,723531,2003,0000950152-03-007265,10-K,20030531,20030801,Not found,PAYCHEX INC,0531,954.91,1099.08,1294.35,274.53,293.45,302.95,0.28749306217339854,0.26699603304582015,0.23405570363502917,0.15097757903886228,0.1776667758488918,-0.020497029127578392,-0.032940329410790975
2502,PAYX,PAYX US        d,723531,2004,0000950152-04-005452,10-K,20040531,20040720,Not found,PAYCHEX INC,0531,1099.08,1294.35,1445.14,293.45,302.95,368.85,0.26699603304582015,0.23405570363502917,0.2552347869410576,0.1776667758488918,0.11649862865530977,-0.032940329410790975,0.02117908330602844
2503,PAYX,PAYX US        d,723531,2005,0000950152-05-006110,10-K,20050531,20050722,20050722,PAYCHEX INC,0531,1294.35,1445.14,1674.6,302.95,368.85,464.91,0.23405570363502917,0.2552347869410576,0.27762450734503763,0.11649862865530977,0.15878046417648103,0.02117908330602844,0.022389720403980018
2504,PAYX,PAYX US        d,723531,2006,0000950152-06-005992,10-K,20060531,20060721,20060721,PAYCHEX INC,0531,1445.14,1674.6,1886.96,368.85,464.91,515.45,0.2552347869410576,0.27762450734503763,0.27316424301522024,0.15878046417648103,0.12681237310402493,0.022389720403980018,-0.004460264329817387
2505,PAYX,PAYX US        d,723531,2007,0000950152-07-005944,10-K,20070531,20070720,20070720,PAYCHEX INC,0531,1674.6,1886.96,2066.32,464.91,515.45,576.15,0.27762450734503763,0.27316424301522024,0.2788290293855743,0.12681237310402493,0.09505235935048974,-0.004460264329817387,0.005664786370354058
2506,PAYX,PAYX US        d,723531,2008,0000950152-08-005502,10-K,20080531,20080718,20080718,PAYCHEX INC,0531,1886.96,2066.32,2000.8,515.45,576.15,477,0.27316424301522024,0.2788290293855743,0.2384046381447421,0.09505235935048974,-0.03170854465910421,0.005664786370354058,-0.04042439124083219
2507,PAYX,PAYX US        d,723531,2010,0000950123-10-066009,10-K,20100531,20100716,20100716,PAYCHEX INC,0531,2066.32,2000.8,2084.3,576.15,477,515.3,0.2788290293855743,0.2384046381447421,0.24722928561147622,-0.03170854465910421,0.041733306677329184,-0.04042439124083219,0.008824647466734115
2508,PAYX,PAYX US        d,723531,2011,0000950123-11-065947,10-K,20110531,20110715,20110715,PAYCHEX INC,0531,2000.8,2084.3,2229.8,477,515.3,548,0.2384046381447421,0.24722928561147622,0.24576195174455107,0.041733306677329184,0.06980760926929903,0.008824647466734115,-0.0014673338669251579
2509,PAYX,PAYX US        d,723531,2012,0001193125-12-309041,10-K,20120531,20120720,20120720,PAYCHEX INC,0531,2084.3,2229.8,2326.2,515.3,548,569,0.24722928561147622,0.24576195174455107,0.2446049350872668,0.06980760926929903,0.04323257691272743,-0.0014673338669251579,-0.0011570166572842655
2510,PAYX,PAYX US        d,723531,2013,0000723531-13-000021,10-K,20130531,20130722,20130722,PAYCHEX INC,0531,2229.8,2326.2,2518.9,548,569,627.5,0.24576195174455107,0.2446049350872668,0.24911667791496286,0.04323257691272743,0.08283896483535393,-0.0011570166572842655,0.004511742827696064
2511,PAYX,PAYX US        d,723531,2014,0000723531-14-000014,10-K,20140531,20140722,20140722,PAYCHEX INC,0531,2326.2,2518.9,2739.6,569,627.5,674.9,0.2446049350872668,0.24911667791496286,0.24634983209227623,0.08283896483535393,0.08761761086188408,0.004511742827696064,-0.002766845822686631
2512,PAYX,PAYX US        d,723531,2015,0000723531-15-000011,10-K,20150531,20150721,20150721,PAYCHEX INC,0531,2518.9,2739.6,2951.9,627.5,674.9,756.8,0.24911667791496286,0.24634983209227623,0.2563772485517802,0.08761761086188408,0.07749306468097539,-0.002766845822686631,0.010027416459503946
2513,PAYX,PAYX US        d,723531,2016,0000723531-16-000046,10-K,20160531,20160722,20160722,PAYCHEX INC,0531,2739.6,2951.9,3151.3,674.9,756.8,817.3,0.24634983209227623,0.2563772485517802,0.2593532827721892,0.07749306468097539,0.06754971374369054,0.010027416459503946,0.0029760342204090406
2514,PAYX,PAYX US        d,723531,2017,0000723531-17-000023,10-K,20170531,20170721,20170721,PAYCHEX INC,0531,2951.9,3151.3,3377.7,756.8,817.3,994.1,0.2563772485517802,0.2593532827721892,0.29431269798975634,0.06754971374369054,0.0718433662298098,0.0029760342204090406,0.034959415217567125
2515,PAYX,PAYX US        d,723531,2018,0000723531-18-000026,10-K,20180531,20180720,20180720,PAYCHEX INC,0531,3151.3,3377.7,3772.5,817.3,994.1,1034.4,0.2593532827721892,0.29431269798975634,0.2741948310139165,0.0718433662298098,0.11688427036148864,0.034959415217567125,-0.020117866975839838
2516,PAYX,PAYX US        d,723531,2019,0000723531-19-000032,10-K,20190531,20190724,20190724,PAYCHEX INC,0531,3377.7,3772.5,4040.5,994.1,1034.4,1098.1,0.29431269798975634,0.2741948310139165,0.2717732953842346,0.11688427036148864,0.07104042412193505,-0.020117866975839838,-0.0024215356296818924
2517,PAYX,PAYX US        d,723531,2020,0000723531-20-000048,10-K,20200531,20200717,20200717,PAYCHEX INC,0531,3772.5,4040.5,4056.8,1034.4,1098.1,1097.5,0.2741948310139165,0.2717732953842346,0.27053342535988956,0.07104042412193505,0.0040341541888380605,-0.0024215356296818924,-0.0012398700243450578
2518,PAYX,PAYX US        d,723531,2021,0000723531-21-000035,10-K,20210531,20210716,20210716,PAYCHEX INC,0531,4040.5,4056.8,4611.7,1098.1,1097.5,1392.8,0.2717732953842346,0.27053342535988956,0.30201444152915413,0.0040341541888380605,0.13678268586077688,-0.0012398700243450578,0.031481016169264575
2519,PAYX,PAYX US        d,723531,2022,0000950170-22-012734,10-K,20220531,20220715,20220715,PAYCHEX INC,0531,4056.8,4611.7,5007.1,1097.5,1392.8,1557.3,0.27053342535988956,0.30201444152915413,0.31101835393740884,0.13678268586077688,0.08573844786087573,0.031481016169264575,0.00900391240825471
2520,PAYX,PAYX US        d,723531,2023,0000950170-23-032988,10-K,20230531,20230714,20230714,PAYCHEX INC,0531,4611.7,5007.1,0,1392.8,1557.3,0,0.30201444152915413,0.31101835393740884,,0.08573844786087573,-1.0,0.00900391240825471,
2521,PCG,PCG US         d,1004980,2014,0001004980-15-000010,10-K,20141231,20150210,20150210,PG&E Corp,1231,0,17090,16833,0,1450,888,,0.08484493856056173,0.05275351987168063,inf,-0.015038033937975424,,-0.0320914186888811
2522,PCG,PCG US         d,1004980,2015,0001004980-16-000065,10-K,20151231,20160218,20160218,PG&E Corp,1231,17090,16833,17666,1450,888,1407,0.08484493856056173,0.05275351987168063,0.07964451488735425,-0.015038033937975424,0.049486128438186894,-0.0320914186888811,0.026890995015673616
2523,PCG,PCG US         d,1004980,2016,0001004980-17-000006,10-K,20161231,20170216,20170216,PG&E Corp,1231,16833,17666,17135,888,1407,1660,0.05275351987168063,0.07964451488735425,0.09687773562882988,0.049486128438186894,-0.030057738027850108,0.026890995015673616,0.01723322074147564
2524,PCG,PCG US         d,1004980,2017,0001004980-18-000003,10-K,20171231,20180209,20180209,PG&E Corp,1231,17666,17135,16759,1407,1660,-6837,0.07964451488735425,0.09687773562882988,-0.40795990214213257,-0.030057738027850108,-0.021943390720747007,0.01723322074147564,-0.5048376377709625
2525,PCG,PCG US         d,1004980,2018,0001004980-19-000004,10-K,20181231,20190228,20190228,PG&E Corp,1231,17135,16759,17129,1660,-6837,-7642,0.09687773562882988,-0.40795990214213257,-0.446143966372818,-0.021943390720747007,0.022077689599618117,-0.5048376377709625,-0.03818406423068543
2526,PCG,PCG US         d,1004980,2019,0001004980-20-000009,10-K,20191231,20200218,20200218,PG&E Corp,1231,16759,17129,21680.0,-6837,-7642,1814.0,-0.40795990214213257,-0.446143966372818,0.08367158671586716,0.022077689599618117,0.2656897658940977,-0.03818406423068543,0.5298155530886852
2527,PCG,PCG US         d,1004980,2022,0001004980-23-000029,10-K,20221231,20230223,20230222,PG&E Corp,1231,17129,21680.0,0,-7642,1814.0,0,-0.446143966372818,0.08367158671586716,,0.2656897658940977,-1.0,0.5298155530886852,
2528,PEAK,PEAK US        d,765880,2021,0001628280-22-002117,10-K,20211231,20220209,20220209,"HEALTHPEAK PROPERTIES, INC.",1231,0,1896.18,2061.18,0,505.54,500.45,,0.2666097100486241,0.24279781484392438,inf,0.08701705534284708,,-0.02381189520469973
2529,PEAK,PEAK US        d,765880,2022,0001628280-23-002794,10-K,20221231,20230208,20230208,"HEALTHPEAK PROPERTIES, INC.",1231,1896.18,2061.18,0,505.54,500.45,0,0.2666097100486241,0.24279781484392438,,0.08701705534284708,-1.0,-0.02381189520469973,
