TICKERS,TICKER FROM BLOOMBERG,CIK,YEAR,REVENUE,INCOME,ACCESSION NUMBER,CONFORMED SUBMISSION TYPE,CONFORMED PERIOD OF REPORT,FILED AS OF DATE,DATE AS OF CHANGE,COMPANY CONFORMED NAME,FISCAL YEAR END
SNPS,SNPS US       d,883241,2004,1092.1,74.34,0001047469-05-000652,10-K,20041031,20050112,20050111,SYNOPSYS INC,1028
SNPS,SNPS US       d,883241,2008,1336.95,189.98,0001047469-08-013321,10-K,20081031,20081222,20081219,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2009,1360.05,167.68,0001193125-09-255277,10-K,20091031,20091218,20091218,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2010,1380.66,237.06,0001193125-10-282648,10-K,20101031,20101217,20101216,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2012,1756.02,182.4,0001193125-12-510596,10-K,20121031,20121220,20121220,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2013,1962.21,247.8,0001193125-13-479653,10-K,20131031,20131220,20131219,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2014,2057.47,259.12,0000883241-14-000008,10-K,20141031,20141215,20141212,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2015,2242.21,225.93,0000883241-15-000014,10-K,20151031,20151214,20151214,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2016,2422.53,266.83,0000883241-16-000027,10-K,20161031,20161212,20161209,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2017,2724.88,136.56,0000883241-17-000014,10-K,20171031,20171214,20171213,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2018,3121.06,432.52,0000883241-18-000012,10-K,20181031,20181217,20181214,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2019,3360.69,532.37,0000883241-19-000019,10-K,20191031,20191220,20191220,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2020,3685.28,664.35,0000883241-20-000015,10-K,20201031,20201215,20201214,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2021,4204.19,757.52,0000883241-21-000022,10-K,20211031,20211213,20211213,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2022,5081.54,984.59,0000883241-22-000017,10-K,20221031,20221212,20221212,SYNOPSYS INC,1031
SNPS,SNPS US       d,883241,2023,5842.62,1229.89,0000883241-23-000019,10-K,20231031,20231212,20231212,SYNOPSYS INC,1031
SPG,SPG US         d,1063761,2013,4543.85,1319.64,0001047469-14-001416,10-K,20131231,20140227,20140227,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2014,4870.82,1408.59,0001047469-15-001339,10-K,20141231,20150227,20150227,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2015,5266.1,1827.72,0001047469-16-010465,10-K,20151231,20160226,20160226,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2016,5435.23,1838.9,0001558370-17-000934,10-K,20161231,20170224,20170224,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2017,5538.64,1947.96,0001558370-18-000981,10-K,20171231,20180223,20180223,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2018,5645.29,2440.06,0001558370-19-000875,10-K,20181231,20190222,20190222,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2019,5755.19,2101.58,0001558370-20-001135,10-K,20191231,20200221,20200221,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2020,4607.5,1112.56,0001558370-21-001700,10-K,20201231,20210225,20210225,SIMON PROPERTY GROUP INC /DE/,1231
SPG,SPG US         d,1063761,2022,5291.45,2139.54,0001558370-23-001840,10-K,20221231,20230223,20230223,SIMON PROPERTY GROUP INC /DE/,1231
SPGI,SPGI US        d,64040,2020,7442,2339,0000064040-21-000063,10-K,20201231,20210209,20210209,S&P Global Inc.,1231
SPGI,SPGI US        d,64040,2022,11181,3248,0000064040-23-000058,10-K,20221231,20230210,20230209,S&P Global Inc.,1231
STZ,STZ US         d,16918,2013,2796.1,387.8,0000016918-13-000008,10-K,20130228,20130429,20130429,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2014,4867.7,1943.1,0000016918-14-000011,10-K,20140228,20140429,20140429,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2016,6548.4,1054.9,0000016918-16-000075,10-K,20160229,20160425,20160425,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2017,7331.5,1535.1,0000016918-17-000029,10-K,20170228,20170427,20170427,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2018,7580.3,2303.4,0000016918-18-000033,10-K,20180228,20180423,20180423,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2019,8116,3435.9,0000016918-19-000024,10-K,20190228,20190423,20190423,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2021,8614.9,1998,0000016918-21-000060,10-K,20210228,20210420,20210420,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2022,8820.7,-40.4,0000016918-22-000069,10-K,20220228,20220421,20220421,"CONSTELLATION BRANDS, INC.",228
STZ,STZ US         d,16918,2023,9452.6,-71,0000016918-23-000045,10-K,20230228,20230420,20230420,"CONSTELLATION BRANDS, INC.",228
SYF,SYF US         d,1601712,2014,12727,2109,0001601712-15-000007,10-K,20141231,20150223,20150223,Synchrony Financial,1231
SYF,SYF US         d,1601712,2015,13620,2214,0001601712-16-000069,10-K,20151231,20160225,20160225,Synchrony Financial,1231
SYF,SYF US         d,1601712,2016,15122,2251,0001601712-17-000031,10-K,20161231,20170223,20170223,Synchrony Financial,1231
SYF,SYF US         d,1601712,2017,16695,1935,0001601712-18-000107,10-K,20171231,20180222,20180222,Synchrony Financial,1231
SYY,SYY US         d,96021,2016,50366.92,949.62,0000096021-16-000275,10-K,20160702,20160830,20160829,SYSCO CORP,628
SYY,SYY US         d,96021,2020,52893.31,215.48,0000096021-20-000100,10-K,20200627,20200826,20200825,SYSCO CORP,627
SYY,SYY US         d,96021,2023,76324.68,1770.12,0000096021-23-000117,10-K,20230701,20230825,20230824,SYSCO CORP,701
TDY,TDY US         d,1094285,2001,744.3,6.6,0000950148-02-000625,10-K405,20011230,20020318,Not found,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2002,772.7,25.4,0000950148-03-000464,10-K,20021229,20030305,Not found,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2003,840.7,29.7,0000950148-04-000489,10-K,20031228,20040304,Not found,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2003,840.7,29.7,0000950129-04-006124,10-K/A,20031228,20040813,Not found,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2005,1016.6,41.7,0000950129-05-001911,10-K,20050102,20050302,20050302,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2006,2639.7,144.5,0000950129-06-002207,10-K,20060101,20060303,20060302,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2006,2639.7,144.5,0000950137-07-003050,10-K,20061231,20070301,20070228,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2007,1622.3,98.5,0000950124-08-000940,10-K,20071230,20080228,20080228,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2008,1893,111.3,0000950134-09-003862,10-K,20081228,20090226,20090226,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2010,1652.1,113.3,0000950123-10-020097,10-K,20100103,20100302,20100302,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2011,1644.2,120.5,0000950123-11-021752,10-K,20110102,20110303,20110303,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2012,4069.2,419.3,0001193125-12-089549,10-K,20120101,20120229,20120229,TELEDYNE TECHNOLOGIES INC,1231
TDY,TDY US         d,1094285,2012,4069.2,419.3,0001094285-13-000064,10-K,20121230,20130226,20130226,TELEDYNE TECHNOLOGIES INC,1230
TDY,TDY US         d,1094285,2013,2338.6,185,0001094285-14-000072,10-K,20131229,20140225,20140224,TELEDYNE TECHNOLOGIES INC,1230
TDY,TDY US         d,1094285,2014,2394,217.7,0001094285-15-000037,10-K,20141228,20150226,20150226,TELEDYNE TECHNOLOGIES INC,1228
TDY,TDY US         d,1094285,2016,2298.1,195.8,0001094285-16-000177,10-K,20160103,20160301,20160229,TELEDYNE TECHNOLOGIES INC,1228
TDY,TDY US         d,1094285,2017,4753.7,418.1,0001094285-17-000031,10-K,20170101,20170302,20170302,TELEDYNE TECHNOLOGIES INC,1228
TDY,TDY US         d,1094285,2017,4753.7,418.1,0001094285-18-000053,10-K,20171231,20180227,20180227,TELEDYNE TECHNOLOGIES INC,1228
TDY,TDY US         d,1094285,2018,2901.8,333.8,0001094285-19-000064,10-K,20181230,20190225,20190222,TELEDYNE TECHNOLOGIES INC,1230
TDY,TDY US         d,1094285,2019,3163.6,402.3,0001094285-20-000045,10-K,20191229,20200224,20200221,TELEDYNE TECHNOLOGIES INC,1229
TDY,TDY US         d,1094285,2021,3086.2,401.9,0001094285-21-000066,10-K,20210103,20210226,20210225,TELEDYNE TECHNOLOGIES INC,103
TDY,TDY US         d,1094285,2022,10072.9,1233.9,0001094285-22-000049,10-K,20220102,20220225,20220225,TELEDYNE TECHNOLOGIES INC,102
TDY,TDY US         d,1094285,2023,5635.5,885.7,0001094285-23-000053,10-K,20230101,20230224,20230224,TELEDYNE TECHNOLOGIES INC,101
TER,TER US         d,97210,2014,1647.82,81.27,0001193125-15-067671,10-K,20141231,20150227,20150227,"TERADYNE, INC",1231
TER,TER US         d,97210,2019,2294.97,467.47,0001193125-20-058676,10-K,20191231,20200302,20200302,"TERADYNE, INC",1231
TER,TER US         d,97210,2020,3121.47,784.15,0001193125-21-050735,10-K,20201231,20210222,20210222,"TERADYNE, INC",1231
TER,TER US         d,97210,2022,3155.05,715.5,0001193125-23-044711,10-K,20221231,20230222,20230222,"TERADYNE, INC",1231
TFX,TFX US         d,96943,2003,2282.44,109.1,0000893220-04-000402,10-K,20031228,20040311,Not found,TELEFLEX INC,1226
TFX,TFX US         d,96943,2004,2390.41,9.52,0000893220-05-000499,10-K,20041226,20050309,20050309,TELEFLEX INC,1226
TGT,TGT US         d,27419,2008,63367,2849,0001047469-08-002681,10-K,20080202,20080313,20080313,TARGET CORP,131
TGT,TGT US         d,27419,2012,69865,2929,0001047469-12-002714,10-K,20120128,20120315,20120315,TARGET CORP,131
TGT,TGT US         d,27419,2013,73301,2999,0001047469-13-003100,10-K,20130202,20130320,20130320,TARGET CORP,131
TGT,TGT US         d,27419,2017,69495,2737,0000027419-17-000008,10-K,20170128,20170308,20170308,TARGET CORP,131
TGT,TGT US         d,27419,2018,72714,2914,0000027419-18-000010,10-K,20180203,20180314,20180314,TARGET CORP,131
TGT,TGT US         d,27419,2019,75356,2937,0000027419-19-000006,10-K,20190202,20190313,20190313,TARGET CORP,131
TGT,TGT US         d,27419,2020,78112,3281,0000027419-20-000008,10-K,20200201,20200311,20200311,TARGET CORP,201
TGT,TGT US         d,27419,2021,93561,4368,0000027419-21-000010,10-K,20210130,20210310,20210310,TARGET CORP,201
TGT,TGT US         d,27419,2022,106005,6946,0000027419-22-000007,10-K,20220129,20220309,20220309,TARGET CORP,201
TGT,TGT US         d,27419,2023,109120,2780,0000027419-23-000015,10-K,20230128,20230308,20230308,TARGET CORP,201
TMO,TMO US         d,97745,2007,9746.4,761.1,0000097745-08-000043,10-K,20071231,20080229,20080229,THERMO FISHER SCIENTIFIC INC.,1115
TMO,TMO US         d,97745,2010,10393.1,1035.6,0000097745-11-000013,10-K,20101231,20110224,20110224,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2011,11558.8,1329.9,0000097745-12-000010,10-K,20111231,20120229,20120229,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2012,12509.9,1177.9,0000097745-13-000007,10-K,20121231,20130227,20130227,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2013,13090.3,1273.3,0000097745-14-000014,10-K,20131231,20140227,20140227,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2015,16965,1975,0000097745-16-000043,10-K,20151231,20160225,20160225,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2016,18273,2022,0000097745-17-000007,10-K,20161231,20170228,20170228,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2017,20918,2225,0000097745-18-000006,10-K,20171231,20180228,20180228,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2018,24358,2938,0000097745-19-000007,10-K,20181231,20190227,20190227,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2020,32218,6375,0000097745-21-000011,10-K,20201231,20210225,20210224,THERMO FISHER SCIENTIFIC INC.,1231
TMO,TMO US         d,97745,2021,39211,7725,0000097745-22-000011,10-K,20211231,20220224,20220224,THERMO FISHER SCIENTIFIC INC.,1231
TMUS,TMUS US       d,1283699,2004, , ,0001193125-06-109756,10-K,20041231,20060512,20060512,METROPCS COMMUNICATIONS INC,Not found
TMUS,TMUS US       d,1283699,2006,1546.86,53.81,0000950134-07-007079,10-K,20061231,20070330,20070330,METROPCS COMMUNICATIONS INC,Not found
TMUS,TMUS US       d,1283699,2007,2235.73,100.4,0000950134-08-003844,10-K,20071231,20080229,20080229,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2008,2751.52,149.44,0000950134-09-004227,10-K,20081231,20090302,20090302,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2009,3480.52,176.84,0001193125-10-044780,10-K,20091231,20100301,20100301,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2010,4069.35,193.42,0001193125-11-051403,10-K,20101231,20110301,20110301,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2011,4847.38,301.31,0001445305-12-000521,10-K,20111231,20120229,20120229,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2012,19719,-7336,0001283699-13-000031,10-K,20121231,20130301,20130301,METROPCS COMMUNICATIONS INC,1231
TMUS,TMUS US       d,1283699,2013,24420,35,0001283699-14-000012,10-K,20131231,20140225,20140224,"T-Mobile US, Inc.",1231
TMUS,TMUS US       d,1283699,2015,32053,733,0001283699-16-000073,10-K,20151231,20160217,20160217,"T-Mobile US, Inc.",1231
TMUS,TMUS US       d,1283699,2018,43310,2888,0001283699-19-000015,10-K,20181231,20190207,20190207,"T-Mobile US, Inc.",1231
TMUS,TMUS US       d,1283699,2019,44998,3468,0001283699-20-000026,10-K,20191231,20200206,20200206,"T-Mobile US, Inc.",1231
TPR,TPR US         d,1116132,2001,600.49,61.77,0000950123-01-506543,10-K405,20010630,20010921,Not found,COACH INC,630
TPR,TPR US         d,1116132,2002,719.4,85.83,0000950123-02-009068,10-K,20020629,20020920,Not found,COACH INC,630
TPR,TPR US         d,1116132,2009,3230.47,623.37,0001144204-09-044645,10-K,20090627,20090819,20090819,COACH INC,630
TRGP,TRGP US       d,1389170,2011,6994.5,30.7,0001389170-11-000003,10-K,20110223,20110228,20110225,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2011,6994.5,30.7,0001389170-12-000007,10-K,20111231,20120227,20120227,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2012,5885.7,38.1,0001140361-13-008128,10-K,20121231,20130219,20130219,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2013,6314.7,65.1,0001140361-14-007923,10-K,20131231,20140214,20140214,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2014,8616.5,102.3,0001140361-15-006704,10-K,20141231,20150217,20150213,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2015,6658.6,58.3,0001140361-16-055579,10-K,20151231,20160229,20160229,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2016,6690.9,-187.3,0001564590-17-001810,10-K,20161231,20170221,20170217,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2017,8814.9,54,0001564590-18-002330,10-K,20171231,20180216,20180216,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2018,10484,1.6,0001564590-19-005727,10-K,20181231,20190301,20190301,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2019,8671.1,-209.2,0001564590-20-005592,10-K,20191231,20200220,20200220,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2020,8260.3,-1553.9,0001564590-21-006640,10-K,20201231,20210218,20210218,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2021,16949.8,71.2,0001564590-22-006563,10-K,20211231,20220224,20220224,Targa Resources Corp.,1231
TRGP,TRGP US       d,1389170,2022,20929.8,1195.5,0000950170-23-003797,10-K,20221231,20230222,20230222,Targa Resources Corp.,1231
TRMB,TRMB US       d,864749,1999,531.64,-31.8,0000864749-00-000004,10-K,19991231,20000327,Not found,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2000,369.8,14.19,0000864749-01-000002,10-K,20001229,20010329,Not found,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2001,475.29,-22.88,0000864749-02-000015,10-K,20011228,20020328,Not found,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2001,475.29,-22.88,0000864749-02-000021,10-K/A,20011228,20020408,Not found,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2007,1222.27,117.37,0001140361-08-005047,10-K,20071228,20080226,20080226,TRIMBLE NAVIGATION LTD /CA/,1229
TRMB,TRMB US       d,864749,2009,1329.23,141.47,0001140361-09-005551,10-K,20090102,20090303,20090302,TRIMBLE NAVIGATION LTD /CA/,1229
TRMB,TRMB US       d,864749,2011,1644.07,150.76,0001193125-12-082672,10-K,20111230,20120228,20120227,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2012,2040.11,191.06,0000864749-13-000005,10-K,20121228,20130225,20130225,TRIMBLE NAVIGATION LTD /CA/,1231
TRMB,TRMB US       d,864749,2014,4683.67,432.97,0000864749-14-000021,10-K,20140103,20140225,20140225,TRIMBLE NAVIGATION LTD /CA/,1227
TRMB,TRMB US       d,864749,2015,2290.4,121.1,0000864749-15-000002,10-K,20150102,20150225,20150224,TRIMBLE NAVIGATION LTD /CA/,1227
TRMB,TRMB US       d,864749,2016,2362.1,132.4,0000864749-16-000092,10-K,20160101,20160224,20160224,TRIMBLE NAVIGATION LTD /CA/,101
TRMB,TRMB US       d,864749,2016,2362.1,132.4,0000864749-17-000007,10-K,20161230,20170224,20170224,TRIMBLE INC.,101
TRMB,TRMB US       d,864749,2017,2646.5,118.4,0000864749-18-000010,10-K,20171229,20180227,20180226,TRIMBLE INC.,101
TRMB,TRMB US       d,864749,2018,3108.4,282.8,0000864749-19-000006,10-K,20181228,20190222,20190221,TRIMBLE INC.,1228
TRMB,TRMB US       d,864749,2020,3264.3,514.3,0000864749-20-000029,10-K,20200103,20200228,20200228,TRIMBLE INC.,103
TRMB,TRMB US       d,864749,2021,6806.8,882.6,0000864749-21-000029,10-K,20210101,20210226,20210226,TRIMBLE INC.,103
TRMB,TRMB US       d,864749,2021,6806.8,882.6,0000864749-22-000044,10-K,20211231,20220223,20220222,TRIMBLE INC.,103
TRMB,TRMB US       d,864749,2022,3676.3,449.7,0000864749-23-000012,10-K,20221230,20230217,20230217,TRIMBLE INC.,103
TROW,TROW US       d,1113169,2005,1540.56,430.93,0000950133-06-000779,10-K,20051231,20060216,20060216,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2006,1891,529.6,0000950133-07-000416,10-K,20061231,20070208,20070208,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2007,2313.5,670.6,0000950133-08-000389,10-K,20071231,20080207,20080207,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2008,2069,490.8,0000950133-09-000237,10-K,20081231,20090206,20090206,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2009,1867.4,433.6,0000950123-10-009025,10-K,20091231,20100205,20100205,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2010,2367.2,672.2,0000950123-11-010348,10-K,20101231,20110208,20110208,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2012,3022.5,883.6,0001113169-13-000010,10-K,20121231,20130205,20130205,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2013,3484.2,1047.7,0001113169-14-000007,10-K,20131231,20140204,20140204,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2014,3982.1,1229.6,0001113169-15-000007,10-K,20141231,20150205,20150205,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2015,4200.6,1223,0001113169-16-000033,10-K,20151231,20160205,20160205,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2016,4222.9,1215,0001113169-17-000014,10-K,20161231,20170207,20170207,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2017,4854.9,1497.8,0001113169-18-000009,10-K,20171231,20180216,20180216,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2018,5372.6,1837.5,0001113169-19-000011,10-K,20181231,20190213,20190213,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2019,5617.9,2131.3,0001113169-20-000008,10-K,20191231,20200213,20200213,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2020,6206.7,2372.7,0001113169-21-000006,10-K,20201231,20210211,20210211,PRICE T ROWE GROUP INC,1231
TROW,TROW US       d,1113169,2022,6488.4,1557.9,0001113169-23-000007,10-K,20221231,20230215,20230215,PRICE T ROWE GROUP INC,1231
TRV,TRV US         d,86312,2012,25740,2473,0001047469-13-001997,10-K/A,20121231,20130301,20130301,"TRAVELERS COMPANIES, INC.",1231
TSCO,TSCO US        d,916365,2014,5711.72,370.89,0000916365-14-000056,10-K,20140219,20140219,20140219,TRACTOR SUPPLY CO /DE/,1229
TSCO,TSCO US        d,916365,2015,6226.51,410.4,0000916365-15-000042,10-K,20150218,20150218,20150218,TRACTOR SUPPLY CO /DE/,1227
TSCO,TSCO US        d,916365,2015,6226.51,410.4,0000916365-16-000140,10-K,20151226,20160223,20160222,TRACTOR SUPPLY CO /DE/,1227
TSCO,TSCO US        d,916365,2016,6779.58,437.12,0000916365-17-000031,10-K,20161231,20170223,20170223,TRACTOR SUPPLY CO /DE/,1230
TSCO,TSCO US        d,916365,2017,7256.38,422.6,0000916365-18-000031,10-K,20171230,20180222,20180222,TRACTOR SUPPLY CO /DE/,1230
TSCO,TSCO US        d,916365,2018,7911.05,532.36,0000916365-19-000035,10-K,20181229,20190221,20190221,TRACTOR SUPPLY CO /DE/,1230
TSCO,TSCO US        d,916365,2019,8351.93,562.35,0000916365-20-000050,10-K,20191228,20200220,20200220,TRACTOR SUPPLY CO /DE/,1228
TSCO,TSCO US        d,916365,2020,10620.35,748.96,0000916365-21-000052,10-K,20201226,20210218,20210218,TRACTOR SUPPLY CO /DE/,1228
TSCO,TSCO US        d,916365,2021,12731.11,997.11,0000916365-22-000049,10-K,20211225,20220217,20220217,TRACTOR SUPPLY CO /DE/,1228
TSCO,TSCO US        d,916365,2022,14204.72,1088.71,0000916365-23-000045,10-K,20221231,20230223,20230223,TRACTOR SUPPLY CO /DE/,1228
TT,TT US           d,1466258,2009,13009.1,451.3,0001193125-10-043035,10-K,20091231,20100226,20100226,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2010,14001.1,642.2,0001193125-11-042044,10-K,20101231,20110222,20110222,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2011,12760.8,343.2,0001445305-12-000370,10-K,20111231,20120221,20120221,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2012,11988.3,1018.6,0001466258-13-000006,10-K,20121231,20130214,20130214,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2013,12350.5,618.8,0001466258-14-000009,10-K,20131231,20140214,20140214,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2014,12891.4,931.7,0001466258-15-000045,10-K,20141231,20150213,20150213,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2015,13300.7,664.6,0001466258-16-000319,10-K,20151231,20160212,20160212,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2016,13508.9,1476.2,0001466258-17-000053,10-K,20161231,20170213,20170213,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2017,14197.6,1302.6,0001466258-18-000063,10-K,20171231,20180212,20180212,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2018,15668.2,1337.6,0001466258-19-000073,10-K,20181231,20190212,20190212,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2019,13075.9,1410.9,0001466258-20-000064,10-K,20191231,20200218,20200218,Ingersoll-Rand plc,1231
TT,TT US           d,1466258,2021,14136.4,1423.4,0001466258-22-000031,10-K,20211231,20220207,20220207,Trane Technologies plc,1231
TT,TT US           d,1466258,2022,15991.7,1756.5,0001466258-23-000058,10-K,20221231,20230210,20230210,Trane Technologies plc,1231
TTWO,TTWO US       d,946581,2004,1127.75,65.38,0001125282-04-006450,10-K,20041031,20041222,20041222,TAKE TWO INTERACTIVE SOFTWARE INC,1031
TTWO,TTWO US       d,946581,2005,1201.22,35.31,0001125282-06-000471,10-K,20051031,20060131,20060131,TAKE TWO INTERACTIVE SOFTWARE INC,1031
TTWO,TTWO US       d,946581,2006,1037.84,-184.89,0001104659-07-015029,10-K,20061031,20070228,20070228,TAKE TWO INTERACTIVE SOFTWARE INC,1031
TTWO,TTWO US       d,946581,2008,1537.53,97.1,0001047469-08-013277,10-K,20081031,20081219,20081219,TAKE TWO INTERACTIVE SOFTWARE INC,1031
TTWO,TTWO US       d,946581,2009,968.49,-137.93,0001047469-09-010820,10-K,20091031,20091218,20091218,TAKE TWO INTERACTIVE SOFTWARE INC,1031
TTWO,TTWO US       d,946581,2010, , ,0001047469-10-010503,10-KT,20100331,20101220,20101220,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2011,1136.88,48.46,0001047469-11-005488,10-K,20110331,20110525,20110524,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2012,825.82,-108.82,0001047469-12-006226,10-K,20120331,20120523,20120522,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2013,1214.48,-29.49,0001047469-13-006006,10-K,20130331,20130514,20130513,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2014,2350.57,361.61,0001047469-14-004898,10-K,20140331,20140514,20140513,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2015,1082.94,-279.47,0001047469-15-004959,10-K,20150331,20150522,20150521,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2016,1413.7,-8.3,0001047469-16-013278,10-K,20160331,20160519,20160518,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2017,1779.75,67.3,0001628280-17-005833,10-K,20170331,20170524,20170523,TAKE TWO INTERACTIVE SOFTWARE INC,331
TTWO,TTWO US       d,946581,2018,1792.89,173.53,0001628280-18-006877,10-K,20180331,20180517,20180516,TAKE TWO INTERACTIVE SOFTWARE INC,331
